user_id,user_emb_1,user_emb_2,user_emb_3
u9286,-1.1517860204940755,-1.1294620171707241,-0.4276116597575082
u8338,2.129884605195515,0.5370581701319129,-0.41856712823963665
u7162,0.8825928334869982,-0.6930253437397985,1.2864218272937376
u9961,0.15156353954613044,-1.3612046113918679,-0.44320714886696116
u4874,0.012090156402071593,-0.7224360855404295,0.895674250007897
u4107,-0.5746568432203696,-1.4776664651997569,-0.9694024149512328
u7165,-0.9818025449993898,1.3052222505996036,0.08669076077377769
u5154,-1.0587526033329706,0.7970303927590529,-1.0490191049034336
u3882,0.3006547450389246,-0.8965383095549458,0.6247788724110349
u6829,-1.146977109319708,-0.577744603326544,0.7758220503189189
u2658,1.0220662166310572,-1.3317938695912368,-0.05245957158112065
u1539,-1.0796448733348623,-1.1729875731743533,-0.4953355041567238
u3540,-0.5489556620441103,1.044068914577829,-0.31965230562151553
u2848,1.1150996337921621,0.5946985403385401,-0.6738670167270463
u2993,1.192049692125743,1.102890398179091,0.46184284895016536
u5035,-0.6259057203776911,0.5358770567372783,-1.455362171298727
u8131,-1.2191182564789214,-0.5342190473229148,0.8435458947181346
u5712,1.4084731336033827,0.9723137301682039,0.2586713157525187
u2919,0.3006547450389246,-0.8965383095549458,0.6247788724110349
u5446,1.1711574221238512,-0.8671275677543148,1.0155264496968754
u1312,-1.2751760448106104,0.9276070607699402,-0.8458475717057872
u3583,-1.2703671336362428,1.47932447461412,0.35758613837063996
u1540,-0.27166552106041386,0.003383552318267018,2.370003337681186
u3487,0.39368816220002956,1.029954100374831,0.0033714272651093505
u9727,1.6040043050791306,-1.1282809037760895,0.609183383301582
u1255,-0.9096613978401766,1.2616966945959744,0.018966916374562277
u1635,1.6040043050791306,-1.1282809037760895,0.609183383301582
u7512,0.46102039818487517,0.4347111305270218,-1.2677861272105333
u7285,1.1872407809513754,0.551172984334911,-0.7415908611262617
u8525,-1.146977109319708,-0.577744603326544,0.7758220503189189
u7093,0.03298242640396329,1.2475818803929766,0.3419906492611871
u1960,-0.05524207958277403,-0.1271931156926203,2.16683180448354
u9161,-0.6419890792052153,-0.8824234953519476,0.30175513952440997
u6138,-1.419458339129037,1.0146581727771982,-0.710399882907356
u7816,-0.6162878980289559,1.6393118844256385,0.951505248854127
u6896,1.8204277465567704,-1.2588575717869768,0.4060118501039354
u6090,2.0577434580363017,0.5805837261355419,-0.35084328384042124
u7996,0.5170781865165643,-1.027114977565833,0.4216073392133883
u1915,-2.1617620807230615,-0.5201042331199167,0.5205221618315096
u5521,1.2593819281105885,0.507647428331282,-0.8093147055254774
u7956,-0.28128334340914907,-1.1000512753700933,-0.0368640824716678
u2259,0.6870616620112502,1.4075692902044947,0.9359097597446742
u8924,-0.7093213151900608,-0.28718052550413853,1.5729126940000528
u2846,-0.11610877908883083,0.7829155785560548,-0.725995372016809
u4573,1.1199085449665298,1.1464159541827201,0.5295666933493809
u7796,0.32635592621518394,1.6251970702226401,1.2745289817407521
u1011,-0.6210968092033236,1.0875944705814582,-0.2519284612223
u7327,0.8986761923145224,0.7252752083494274,-0.47069548352939955
u1667,0.10512357356317653,1.2040563243893474,0.2742668048619716
u4897,-0.27166552106041386,0.003383552318267018,2.370003337681186
u4911,0.24940586788160307,1.1170052123820893,0.13881911606354047
u7831,-0.5537645732184778,0.4923515007336492,-1.5230860156979424
u9855,-0.5441467508697426,1.5957863284220093,0.8837814044549115
u5411,-0.9257447566677006,-0.15660385749325118,1.7760842271976993
u6613,0.6661693920093585,-0.5624486757289112,1.4895933604913842
u2171,1.480614280762596,0.9287881741645747,0.1909474713533032
u6743,-0.7862713735236418,-0.7953723833446894,0.43720282832284113
u5339,0.4497459505317186,-0.43187200771802403,1.692764893689031
u5157,-0.6162878980289559,1.6393118844256385,0.951505248854127
u5244,-0.9866114561737573,0.7535048367554237,-1.1167429493026493
u4249,-1.0748359621604948,-0.621270159330173,0.7080982059197033
u2719,1.2641908392849563,1.0593648421754618,0.3941190045509498
u6030,-0.9818025449993898,1.3052222505996036,0.08669076077377769
u6420,1.5479465167474418,0.3335452043167655,-1.0802100831223393
u9699,0.9660084282993681,0.13003223850161827,-1.741853038005042
u3319,2.202025752354728,0.4935326141282837,-0.4862909726388523
u6722,-1.435541697956561,-0.4036423793120277,1.0467174279157812
u6072,0.8986761923145224,0.7252752083494274,-0.47069548352939955
u2838,0.08904021473565239,-0.21424422769987847,2.0313841156851087
u4386,0.7335016279942042,-1.1576916455767203,0.2184358060157415
u3417,1.9134611637178753,0.6676348381428002,-0.21539559504199018
u4527,1.1711574221238512,-0.8671275677543148,1.0155264496968754
u4284,-1.9453386392454213,-0.650680901130804,0.31735062863386293
u6454,-0.48162342605926467,0.44882594473002,-1.590809860097158
u9370,1.769178869399449,0.7546859501500583,-0.07994790624355914
u7347,-0.5441467508697426,1.5957863284220093,0.8837814044549115
u5488,-1.435541697956561,-0.4036423793120277,1.0467174279157812
u1748,2.202025752354728,0.4935326141282837,-0.4862909726388523
u3924,-2.017479786404635,-0.6071553451271748,0.38507447303307857
u6639,-0.2139511074243033,-1.6952942452179025,-1.3080216369473103
u6291,0.6613604808349909,-1.1141660895730914,0.28615965041495717
u7722,1.5318631579199176,-1.0847553477724605,0.6769072277007975
u8916,0.677443839662515,0.3041344625161346,-1.4709576604081798
u5346,-1.9244463692435296,1.319337064802602,-0.23633297211284718
u6246,0.4658293093592428,0.986428544371202,-0.06435241713410624
u1532,1.3363319864441694,1.0158392861718328,0.32639516015173425
u1171,1.1872407809513754,0.551172984334911,-0.7415908611262617
u4347,1.6248965750810225,0.8417370621573166,0.05549978255487202
u2884,-1.0748359621604948,-0.621270159330173,0.7080982059197033
u3099,-0.8536036095084873,-0.20012941349688035,1.708360382798484
u5500,1.2593819281105885,0.507647428331282,-0.8093147055254774
u6443,-0.4720056037105295,1.5522607724183801,0.816057560055696
u4896,0.9756262506481033,1.2334670661899783,0.6650143821478119
u9871,-1.801056344926995,-0.7377320131380622,0.18190293983543185
u4603,0.5940282448501453,-0.518923119725282,1.5573172048905999
u4314,-1.146977109319708,-0.577744603326544,0.7758220503189189
u1646,1.1199085449665298,1.1464159541827201,0.5295666933493809
u1266,-0.4720056037105295,1.5522607724183801,0.816057560055696
u7115,0.8777839223126307,-1.2447427575839787,0.08298811721731043
u6278,-0.9818025449993898,1.3052222505996036,0.08669076077377769
u2122,-0.3373411317408382,0.3617748327227619,-1.7262575488955891
u2694,-1.435541697956561,-0.4036423793120277,1.0467174279157812
u2926,-0.2651999845816249,0.3182492767191327,-1.7939813932948048
u9622,1.0220662166310572,-1.3317938695912368,-0.05245957158112065
u5642,-0.569847932046002,-0.9259490513555767,0.23403129512519438
u8447,-0.8632214318572226,-1.3035642411852406,-0.6985070373543705
u4739,-0.5489556620441103,1.044068914577829,-0.31965230562151553
u4956,1.1663485109494836,-1.418844981598495,-0.1879072603795517
u4079,1.6248965750810225,0.8417370621573166,0.05549978255487202
u1878,1.2641908392849563,1.0593648421754618,0.3941190045509498
u2482,-1.6358817806066765,1.1452348407880855,-0.5072283497097094
u2212,0.8986761923145224,0.7252752083494274,-0.47069548352939955
u1581,-0.40467336772568385,0.9570178025705711,-0.45509999441994664
u4905,1.0942073637902705,-1.375319425594866,-0.12018341598033629
u8456,-1.2703671336362428,1.47932447461412,0.35758613837063996
u8808,0.6565515696606233,-1.6658835034172714,-0.91727405966147
u4074,1.9134611637178753,0.6676348381428002,-0.21539559504199018
u1929,0.32154701504081634,1.07347965637846,0.07109527166432487
u8969,-1.6567740506085684,-0.8247831251453205,0.046455251037000586
u4125,0.8217261339809415,0.2170833505088765,-1.6064053492066108
u5184,-1.0026948150012815,-0.6647957153338022,0.6403743615204877
u5287,-1.70802292776589,1.1887603967917146,-0.43950450531049373
u6128,-0.7910802846980094,-1.3470897971888696,-0.766230881753586
u6477,-0.5025156960611563,-1.521192021203386,-1.0371262593504482
u3027,1.5479465167474418,0.3335452043167655,-1.0802100831223393
u2776,-0.4303745489019431,-1.5647175772070152,-1.1048501037496636
u1896,0.6053026925033016,0.3476600185197637,-1.4032338160089644
u9619,1.9647100408751972,-1.345908683794235,0.27056416130550426
u2088,-0.19952437390120056,-0.04014200368536215,2.302279493281971
u2730,1.1199085449665298,1.1464159541827201,0.5295666933493809
u2232,0.01689906757643924,-0.17071867169624946,2.099107960084324
u2468,0.10031466238880893,0.6523389105451675,-0.9291669052144556
u7888,0.6101116036776694,0.8993774323639437,-0.19980010593253733
u1044,-0.5441467508697426,1.5957863284220093,0.8837814044549115
u2800,-0.3325322205664706,0.913492246566942,-0.5228238388191623
u5045,0.7383105391685717,-0.6059742317325403,1.4218695160921688
u5815,0.15156353954613044,-1.3612046113918679,-0.44320714886696116
u9598,0.37760480337250546,-0.38834645171439497,1.7604887380882466
u3686,1.676145452238344,-1.1718064597797186,0.5414595389023664
u9433,-0.1882499262480441,0.8264411345596838,-0.6582715276175934
u5962,-0.4207567265532079,-0.46128274951865494,1.3020173164031905
